_id,name,sku,description,price,discount_price,category,gender,stock,featured,trending,season,sizes,colors,material,tags,release_date,weight,images,created_at,updated_at,sales_volume,sales_date
b826cb7f5a6040d8a2eca551,Read Pants,SKU10010,This is the description for Read Pants.,230.74,149.12,Pants,Male,60,True,True,Summer,"M,L,XL","Green,Blue,Red",Leather,"bestseller,new",2022-03-07,1.21,https://images.unsplash.com/photo-1581515281255-18b6d1193a3e,2022-02-08,2022-03-10,331,2023-07-07
d18ab0bc257e401db652ce42,Prepare Shirt,SKU10011,This is the description for Prepare Shirt.,31.7,25.81,Accessories,Unisex,69,True,False,Autumn,"M,XL,L","Black,White,Red,Green",Wool,new,2022-11-11,0.3,https://images.unsplash.com/photo-1523275335684-37898b6baf30,2022-11-10,2022-11-14,497,2025-02-17
ac25c99f80164f32962aab65,Inside Pants,SKU10012,This is the description for Inside Pants.,172.06,116.92,Shirts,Female,83,False,True,Spring,XL,Blue,Polyester,"casual,formal,bestseller",2024-03-07,1.75,https://images.unsplash.com/photo-1581574209463-3b6b0d0c4a07,2024-02-13,2024-02-20,272,2024-05-26
d155855f2dac49bd8eb3e4ac,Create Jacket,SKU10013,This is the description for Create Jacket.,127.45,99.68,Pants,Unisex,75,False,True,Autumn,"L,S","Blue,Black,White,Green",Leather,"sale,new,casual",2024-02-03,1.62,https://images.unsplash.com/photo-1581515281255-18b6d1193a3e,2024-01-26,2024-02-03,20,2024-08-30
4441ff47cafc469cb1232640,Young Pants,SKU10014,This is the description for Young Pants.,25.95,,Pants,Unisex,73,False,True,Winter,"L,XL,S",Blue,Leather,"bestseller,formal,casual",2023-05-22,1.1,https://images.unsplash.com/photo-1581515281255-18b6d1193a3e,2023-05-01,2023-05-07,274,2025-01-04
8e55d941513f4984b6c125e5,Cultural Sneakers,SKU10015,This is the description for Cultural Sneakers.,198.95,160.74,Accessories,Unisex,86,False,False,Autumn,"XL,L,S,M","Green,White,Red,Blue",Polyester,bestseller,2024-10-10,1.18,https://images.unsplash.com/photo-1523275335684-37898b6baf30,2024-09-22,2024-10-09,272,2025-03-23
0adf96a404984e5e9b614b2b,Position Bag,SKU10016,This is the description for Position Bag.,134.11,70.85,Accessories,Unisex,79,False,True,Spring,"S,XL,L,M",Black,Polyester,"bestseller,new,formal",2023-04-06,1.6,https://images.unsplash.com/photo-1523275335684-37898b6baf30,2023-04-03,2023-04-29,446,2023-08-24
b26d0a519df749ec87741784,Send Shirt,SKU10017,This is the description for Send Shirt.,132.32,66.45,Shoes,Female,55,False,True,Winter,"S,XL,L","Black,White,Red,Blue",Wool,"casual,sale,new",2022-11-26,1.06,https://images.unsplash.com/photo-1600185365483-26d7d93d6a5c,2022-10-27,2022-11-15,320,2024-10-31
6a9cac60053a43f79251026d,Return Bag,SKU10018,This is the description for Return Bag.,204.36,139.05,Shoes,Unisex,25,False,False,Summer,S,"White,Blue,Green,Red,Black",Cotton,new,2024-06-08,0.21,https://images.unsplash.com/photo-1600185365483-26d7d93d6a5c,2024-05-22,2024-06-19,391,2025-01-21
7a7cd5b27b9445ce8f3b1f4f,Capital Sneakers,SKU10019,This is the description for Capital Sneakers.,73.09,41.01,Accessories,Male,30,False,True,Spring,L,"Blue,Green,Black,White",Wool,bestseller,2022-02-03,0.91,https://images.unsplash.com/photo-1523275335684-37898b6baf30,2022-01-17,2022-01-25,13,2023-11-19
5443fa8fb4a847c59d133c63,Economic Pants,SKU10020,This is the description for Economic Pants.,53.51,35.61,Accessories,Female,40,True,True,Spring,"XL,M,S",Blue,Polyester,new,2023-10-23,1.24,https://images.unsplash.com/photo-1523275335684-37898b6baf30,2023-10-08,2023-10-23,295,2024-11-29
2d96ccabaa1d49e495620977,Value Jacket,SKU10021,This is the description for Value Jacket.,291.96,196.81,Shirts,Male,73,True,True,Summer,"XL,L,M","Blue,Black,Red,Green,White",Polyester,casual,2023-02-24,0.29,https://images.unsplash.com/photo-1581574209463-3b6b0d0c4a07,2023-02-22,2023-03-01,81,2024-12-02
63dedae8f45b4a1da1e10465,Herself Sneakers,SKU10022,This is the description for Herself Sneakers.,109.97,97.02,Accessories,Male,58,True,False,Winter,XL,"Black,Green",Cotton,"formal,casual,bestseller",2023-04-11,0.21,https://images.unsplash.com/photo-1523275335684-37898b6baf30,2023-04-06,2023-04-26,310,2024-08-01
0585947f63fc463daeed2603,Recognize Shirt,SKU10023,This is the description for Recognize Shirt.,212.92,,Shoes,Unisex,72,True,True,Winter,"M,XL","White,Blue,Black",Wool,"new,bestseller",2022-11-23,0.37,https://images.unsplash.com/photo-1600185365483-26d7d93d6a5c,2022-11-18,2022-11-29,254,2023-07-20
cdc24e2b925e4d33ad4483d9,North Pants,SKU10024,This is the description for North Pants.,214.71,143.18,Shirts,Female,67,False,False,Summer,L,"Red,Green",Leather,"casual,sale",2023-01-23,1.83,https://images.unsplash.com/photo-1581574209463-3b6b0d0c4a07,2023-01-05,2023-02-04,228,2024-12-02
d84f5295d2624a26b80567a0,Exist Pants,SKU10025,This is the description for Exist Pants.,113.54,91.18,Accessories,Female,34,True,True,Autumn,"L,M","White,Green,Red,Black",Leather,"new,sale",2022-11-06,1.86,https://images.unsplash.com/photo-1523275335684-37898b6baf30,2022-10-25,2022-11-15,199,2024-06-01
f5941aece170435aad2e7270,Walk Jacket,SKU10026,This is the description for Walk Jacket.,84.83,,Accessories,Male,22,False,True,Autumn,"XL,L",Black,Wool,new,2022-12-22,0.62,https://images.unsplash.com/photo-1523275335684-37898b6baf30,2022-12-19,2023-01-06,332,2024-05-03
a186b886dc4049b88682d5c2,Defense Bag,SKU10027,This is the description for Defense Bag.,34.38,28.26,Accessories,Male,67,True,True,Summer,"L,S","Blue,Red,White",Leather,"formal,new",2024-08-10,1.64,https://images.unsplash.com/photo-1523275335684-37898b6baf30,2024-07-22,2024-07-30,101,2024-11-10
7b55973c7022476caa179496,Source Bag,SKU10028,This is the description for Source Bag.,30.16,,Accessories,Male,65,False,True,Winter,"M,L,S","Blue,White,Black,Green",Wool,"new,bestseller,casual",2023-03-13,1.53,https://images.unsplash.com/photo-1523275335684-37898b6baf30,2023-02-24,2023-03-25,328,2023-05-01
0cbf287999024bc4b6f93842,Today Bag,SKU10029,This is the description for Today Bag.,238.82,157.3,Shoes,Male,60,False,False,Autumn,"L,XL,S,M","Black,Blue",Cotton,"sale,formal",2022-07-17,1.05,https://images.unsplash.com/photo-1600185365483-26d7d93d6a5c,2022-06-24,2022-07-02,126,2022-10-05
2f036b5bbfc34df4b747a1da,See Bag,SKU10030,This is the description for See Bag.,269.89,198.96,Shoes,Unisex,29,True,False,Autumn,XL,"Blue,Black",Leather,"bestseller,sale",2022-05-25,0.71,https://images.unsplash.com/photo-1600185365483-26d7d93d6a5c,2022-05-23,2022-06-11,16,2024-04-26
f939f229f6084dbf90a4108d,Mr Pants,SKU10031,This is the description for Mr Pants.,170.99,115.17,Pants,Unisex,70,True,False,Summer,"L,XL,S,M","White,Green,Blue,Red,Black",Wool,"new,casual,formal",2023-07-30,1.66,https://images.unsplash.com/photo-1581515281255-18b6d1193a3e,2023-07-09,2023-07-13,477,2024-04-11
92a9be6330954aabaf691143,Even Shirt,SKU10032,This is the description for Even Shirt.,278.21,,Accessories,Unisex,24,True,False,Summer,"L,S,XL","Red,Black,White,Blue",Polyester,"sale,formal",2024-05-14,1.42,https://images.unsplash.com/photo-1523275335684-37898b6baf30,2024-04-25,2024-05-03,257,2024-10-20
76cf3a3a998f4f529815783d,At Pants,SKU10033,This is the description for At Pants.,265.58,222.83,Pants,Male,15,True,False,Autumn,"L,M","Blue,Red,Black",Cotton,"sale,casual,formal",2024-08-26,1.24,https://images.unsplash.com/photo-1581515281255-18b6d1193a3e,2024-08-14,2024-09-10,170,2024-09-01
a2ae4831db324066b24c5a78,Miss Shirt,SKU10034,This is the description for Miss Shirt.,165.72,141.76,Shirts,Unisex,27,True,True,Spring,"M,L,XL","Red,White,Black",Leather,"formal,new,bestseller",2023-12-25,0.6,https://images.unsplash.com/photo-1581574209463-3b6b0d0c4a07,2023-12-17,2024-01-15,54,2024-01-17
b0c14ba9b7214d3286b59c12,Finally Bag,SKU10035,This is the description for Finally Bag.,214.17,,Pants,Female,57,False,False,Summer,"S,XL,M","Blue,Green,White,Black",Cotton,new,2022-12-02,0.58,https://images.unsplash.com/photo-1581515281255-18b6d1193a3e,2022-11-15,2022-11-26,187,2023-02-06
8609a9c565b041ccb231367f,Baby Sneakers,SKU10036,This is the description for Baby Sneakers.,110.22,,Shirts,Unisex,34,False,False,Spring,"XL,M,L,S","White,Red,Black,Green,Blue",Cotton,"formal,sale,bestseller",2022-10-13,1.05,https://images.unsplash.com/photo-1581574209463-3b6b0d0c4a07,2022-10-04,2022-10-23,281,2023-09-13
54f37b74dfb64664a32d0437,Officer Bag,SKU10037,This is the description for Officer Bag.,283.9,,Accessories,Male,43,True,True,Winter,"S,L,XL,M","White,Blue",Leather,bestseller,2022-11-08,1.95,https://images.unsplash.com/photo-1523275335684-37898b6baf30,2022-11-03,2022-11-11,75,2022-12-31
45de5a1e5f9b490eaf1db708,So Sneakers,SKU10038,This is the description for So Sneakers.,122.74,,Accessories,Male,91,True,False,Spring,"L,S,M,XL","Black,Blue",Leather,bestseller,2023-10-23,1.85,https://images.unsplash.com/photo-1523275335684-37898b6baf30,2023-10-23,2023-10-27,226,2024-02-09
378b092272124ba2a9e71a96,White Sneakers,SKU10039,This is the description for White Sneakers.,33.17,21.83,Shoes,Male,33,False,True,Summer,"L,S,XL","Black,White,Blue",Wool,"sale,bestseller,formal",2022-10-26,1.2,https://images.unsplash.com/photo-1600185365483-26d7d93d6a5c,2022-10-18,2022-10-21,62,2023-08-08
21a63281db2d423f84d42371,Hear Pants,SKU10040,This is the description for Hear Pants.,155.84,131.52,Accessories,Male,67,False,False,Winter,"S,M,L","Green,Blue,Black,White,Red",Leather,"formal,bestseller,casual",2022-11-10,1.35,https://images.unsplash.com/photo-1523275335684-37898b6baf30,2022-11-06,2022-11-25,413,2025-01-05
99d28e1444834f1db3ba647a,Arrive Jacket,SKU10041,This is the description for Arrive Jacket.,52.84,45.14,Pants,Female,30,False,False,Autumn,M,"Blue,Black,Green,Red",Cotton,"new,sale",2024-06-27,1.16,https://images.unsplash.com/photo-1581515281255-18b6d1193a3e,2024-06-06,2024-07-03,100,2024-12-15
8a3f4ebbaa6748f9b3d8b8c4,Issue Jacket,SKU10042,This is the description for Issue Jacket.,136.23,104.4,Accessories,Female,69,True,False,Spring,"M,XL,S",Blue,Polyester,"bestseller,sale,new",2022-06-27,1.31,https://images.unsplash.com/photo-1523275335684-37898b6baf30,2022-06-26,2022-07-17,168,2025-03-18
f80c0d2642104b39a51da2d3,World Bag,SKU10043,This is the description for World Bag.,202.32,,Shoes,Female,89,True,True,Autumn,"S,XL","Black,Blue,Green,White,Red",Polyester,formal,2024-11-30,0.2,https://images.unsplash.com/photo-1600185365483-26d7d93d6a5c,2024-11-05,2024-11-09,410,2024-12-02
a168d905dce94ba19a9fff91,Significant Shirt,SKU10044,This is the description for Significant Shirt.,154.45,89.82,Accessories,Male,65,True,True,Summer,"S,XL",Red,Leather,casual,2024-03-03,0.9,https://images.unsplash.com/photo-1523275335684-37898b6baf30,2024-02-29,2024-03-24,71,2024-09-12
492f5d75f95c4b2e8141a504,Decide Shirt,SKU10045,This is the description for Decide Shirt.,89.19,65.45,Pants,Male,90,False,False,Spring,M,"Black,Blue,White,Red,Green",Wool,"bestseller,casual,sale",2022-07-31,1.25,https://images.unsplash.com/photo-1581515281255-18b6d1193a3e,2022-07-31,2022-08-28,427,2022-12-29
0348117ff4474c799ba2940c,Reach Sneakers,SKU10046,This is the description for Reach Sneakers.,157.41,139.41,Shoes,Male,53,True,False,Autumn,"M,L","Blue,White,Red",Wool,"sale,new",2024-09-03,1.28,https://images.unsplash.com/photo-1600185365483-26d7d93d6a5c,2024-08-22,2024-09-12,325,2024-11-10
73e537ef3c45449d904c9324,Allow Pants,SKU10047,This is the description for Allow Pants.,133.4,89.03,Shirts,Female,57,False,False,Summer,"S,M","Blue,White,Green",Cotton,bestseller,2023-07-18,0.61,https://images.unsplash.com/photo-1581574209463-3b6b0d0c4a07,2023-06-25,2023-07-04,288,2025-01-01
d5aaef4bedc9456699e85276,Save Jacket,SKU10048,This is the description for Save Jacket.,156.97,,Shirts,Unisex,7,False,True,Spring,L,"Black,Blue",Leather,"new,sale,formal",2023-01-14,1.39,https://images.unsplash.com/photo-1581574209463-3b6b0d0c4a07,2022-12-26,2022-12-28,175,2024-04-11
c021a45fba104bcfac56bab3,Line Shirt,SKU10049,This is the description for Line Shirt.,142.47,72.73,Pants,Unisex,53,False,False,Summer,"M,XL,S","White,Red",Polyester,bestseller,2022-04-02,1.58,https://images.unsplash.com/photo-1581515281255-18b6d1193a3e,2022-03-23,2022-04-18,499,2022-04-17
77ba1093b058476f99e5880b,Skill Bag,SKU10050,This is the description for Skill Bag.,218.41,,Shirts,Female,83,False,False,Spring,"S,L,M",Red,Cotton,bestseller,2024-03-22,1.04,https://images.unsplash.com/photo-1581574209463-3b6b0d0c4a07,2024-03-12,2024-04-08,384,2024-10-22
ea2c05ef5eab4ca7aa43c7e6,Foreign Sneakers,SKU10051,This is the description for Foreign Sneakers.,234.62,121.27,Shoes,Female,86,False,True,Spring,"M,S,XL",White,Leather,bestseller,2024-12-25,1.32,https://images.unsplash.com/photo-1600185365483-26d7d93d6a5c,2024-12-16,2025-01-15,35,2025-01-09
cbc899165c2642b893b1fed5,Where Sneakers,SKU10052,This is the description for Where Sneakers.,53.04,,Accessories,Male,4,False,True,Winter,L,"Green,Blue,White,Red",Cotton,"new,bestseller,sale",2022-09-12,0.73,https://images.unsplash.com/photo-1523275335684-37898b6baf30,2022-08-25,2022-09-19,356,2023-12-27
05cae53e59b84a608a3f2a89,Where Bag,SKU10053,This is the description for Where Bag.,15.69,9.1,Shirts,Unisex,86,True,False,Summer,XL,"Green,White,Red",Leather,new,2023-10-02,1.24,https://images.unsplash.com/photo-1581574209463-3b6b0d0c4a07,2023-09-24,2023-10-20,284,2024-11-28
18bf3c3a20db4edc9fc116ab,Thus Shirt,SKU10054,This is the description for Thus Shirt.,261.01,,Shoes,Male,37,True,True,Spring,"L,XL,M","Blue,Black",Polyester,sale,2022-06-25,0.86,https://images.unsplash.com/photo-1600185365483-26d7d93d6a5c,2022-05-30,2022-06-07,367,2023-11-04
5f876309708e48e8a3f99453,Section Pants,SKU10055,This is the description for Section Pants.,247.6,204.26,Shirts,Unisex,88,False,False,Spring,"L,XL","Blue,White,Green",Wool,new,2023-06-16,1.83,https://images.unsplash.com/photo-1581574209463-3b6b0d0c4a07,2023-06-07,2023-07-02,55,2024-06-09
960141170ed945dbb20d6ce0,Shake Pants,SKU10056,This is the description for Shake Pants.,278.81,148.08,Shoes,Male,91,True,True,Summer,"M,XL,S",Blue,Wool,"casual,bestseller,formal",2024-09-14,0.73,https://images.unsplash.com/photo-1600185365483-26d7d93d6a5c,2024-09-01,2024-09-07,274,2025-02-03
fd6ef010ea9e484db3625cb8,Current Shirt,SKU10057,This is the description for Current Shirt.,74.63,,Shirts,Unisex,23,False,True,Winter,L,Green,Leather,casual,2023-03-23,1.46,https://images.unsplash.com/photo-1581574209463-3b6b0d0c4a07,2023-03-20,2023-04-17,252,2024-06-05
be6b30ca8fa8423e82845008,Training Shirt,SKU10058,This is the description for Training Shirt.,205.56,149.34,Accessories,Unisex,38,True,False,Winter,"S,XL,M",Red,Leather,"bestseller,sale",2023-10-21,0.54,https://images.unsplash.com/photo-1523275335684-37898b6baf30,2023-10-09,2023-10-19,167,2024-10-22
a3c0571f9be74344bedff1bd,Economic Jacket,SKU10059,This is the description for Economic Jacket.,59.96,51.41,Shirts,Female,51,True,True,Summer,M,White,Cotton,"formal,bestseller",2023-06-02,0.71,https://images.unsplash.com/photo-1581574209463-3b6b0d0c4a07,2023-05-17,2023-06-06,295,2023-08-19
10b4edceaffc4aa396f7f031,Computer Sneakers,SKU10060,This is the description for Computer Sneakers.,248.5,,Shirts,Male,47,False,False,Winter,"L,M",Black,Cotton,casual,2023-09-26,1.23,https://images.unsplash.com/photo-1581574209463-3b6b0d0c4a07,2023-09-26,2023-10-15,455,2024-11-28
ff2113e7e58f4bbc9c05862b,Later Jacket,SKU10061,This is the description for Later Jacket.,230.21,183.94,Shoes,Male,3,False,False,Spring,"M,L","Blue,Red,White,Black,Green",Wool,formal,2022-04-22,0.22,https://images.unsplash.com/photo-1600185365483-26d7d93d6a5c,2022-03-27,2022-04-05,88,2024-04-09
cefcca329292456793d12c94,Reason Pants,SKU10062,This is the description for Reason Pants.,273.06,159.12,Shoes,Female,28,True,True,Summer,L,"Green,Blue,White,Black,Red",Polyester,"casual,sale,bestseller",2023-08-18,0.11,https://images.unsplash.com/photo-1600185365483-26d7d93d6a5c,2023-08-04,2023-08-10,310,2023-12-29
496fdf6a3ce8497b9cfcfd4f,Worker Sneakers,SKU10063,This is the description for Worker Sneakers.,160.49,101.44,Pants,Unisex,30,True,False,Summer,"S,M,L,XL","Red,Green,Black",Polyester,"bestseller,new,sale",2023-02-14,1.63,https://images.unsplash.com/photo-1581515281255-18b6d1193a3e,2023-02-10,2023-02-19,151,2023-06-05
5ba23556800548aa95efad7e,Trip Pants,SKU10064,This is the description for Trip Pants.,294.89,195.77,Shirts,Unisex,65,False,True,Autumn,L,"White,Red,Blue,Green",Leather,"new,casual,formal",2024-05-17,1.2,https://images.unsplash.com/photo-1581574209463-3b6b0d0c4a07,2024-04-30,2024-05-27,474,2025-01-16
f323221d01264369b49ceb8b,Tonight Pants,SKU10065,This is the description for Tonight Pants.,134.05,74.98,Shirts,Male,16,True,False,Autumn,"XL,M","Red,Green,White,Black,Blue",Cotton,"formal,new",2022-06-27,0.83,https://images.unsplash.com/photo-1581574209463-3b6b0d0c4a07,2022-06-10,2022-06-21,219,2024-04-29
4ca115de748a473a80fefa20,He Pants,SKU10066,This is the description for He Pants.,63.06,,Accessories,Male,66,False,True,Spring,"XL,S,L,M",Red,Leather,new,2022-07-13,1.75,https://images.unsplash.com/photo-1523275335684-37898b6baf30,2022-06-23,2022-06-28,184,2022-10-12
eea20d3f0df74ae99bf42ba1,Within Jacket,SKU10067,This is the description for Within Jacket.,257.05,131.28,Pants,Female,99,False,False,Autumn,"L,M",Green,Cotton,"new,formal,bestseller",2024-10-28,1.39,https://images.unsplash.com/photo-1581515281255-18b6d1193a3e,2024-10-27,2024-11-09,3,2025-03-27
128e0ad97d0745ceacd1a862,Pull Pants,SKU10068,This is the description for Pull Pants.,58.34,43.37,Shoes,Female,43,False,True,Autumn,XL,Black,Cotton,"new,sale",2022-08-19,1.61,https://images.unsplash.com/photo-1600185365483-26d7d93d6a5c,2022-08-19,2022-08-31,130,2023-05-16
4181218860f54ccd939dd5d7,Effort Jacket,SKU10069,This is the description for Effort Jacket.,39.09,27.73,Pants,Male,79,True,False,Winter,L,Red,Polyester,"new,casual,bestseller",2022-12-04,1.05,https://images.unsplash.com/photo-1581515281255-18b6d1193a3e,2022-12-04,2022-12-14,116,2023-03-21
0dd050ff59ef4a889439ae53,Republican Bag,SKU10070,This is the description for Republican Bag.,88.34,,Shoes,Female,90,False,False,Autumn,"XL,M","White,Black,Green,Red,Blue",Leather,"casual,bestseller",2023-06-19,1.02,https://images.unsplash.com/photo-1600185365483-26d7d93d6a5c,2023-06-08,2023-07-08,381,2024-12-26
5b1d677b03b34893b7942986,Somebody Sneakers,SKU10071,This is the description for Somebody Sneakers.,126.27,105.8,Accessories,Male,83,True,False,Summer,"S,XL,L","Red,White,Black",Leather,"formal,casual,bestseller",2023-05-19,1.5,https://images.unsplash.com/photo-1523275335684-37898b6baf30,2023-05-06,2023-05-08,474,2024-09-20
de2b9b2536cc49dea3a3d6af,Force Bag,SKU10072,This is the description for Force Bag.,217.8,,Shoes,Male,62,True,False,Winter,"S,XL,L,M","Red,White,Black,Blue,Green",Wool,casual,2022-02-06,0.55,https://images.unsplash.com/photo-1600185365483-26d7d93d6a5c,2022-01-17,2022-01-22,456,2024-11-01
f64fecb9e59b4cf8bdb72c52,Cost Sneakers,SKU10073,This is the description for Cost Sneakers.,110.77,76.96,Shoes,Unisex,1,False,False,Spring,L,"Black,Red",Cotton,new,2024-08-23,1.72,https://images.unsplash.com/photo-1600185365483-26d7d93d6a5c,2024-08-15,2024-09-09,465,2025-03-23
c95fc3c070fd455480281dbc,Reality Jacket,SKU10074,This is the description for Reality Jacket.,106.05,,Accessories,Unisex,60,False,False,Summer,"M,S,L",Green,Polyester,"formal,new,sale",2024-07-14,1.09,https://images.unsplash.com/photo-1523275335684-37898b6baf30,2024-07-06,2024-07-30,413,2025-01-17
6acf9ee39fd24d99937d11e3,General Sneakers,SKU10075,This is the description for General Sneakers.,131.46,,Shirts,Female,72,True,True,Winter,"L,XL","Black,White,Red",Polyester,"sale,bestseller,new",2023-06-27,1.94,https://images.unsplash.com/photo-1581574209463-3b6b0d0c4a07,2023-06-26,2023-07-25,132,2025-01-01
a3221508378f4eaeafa55128,Call Pants,SKU10076,This is the description for Call Pants.,184.39,106.9,Accessories,Male,81,False,False,Winter,"S,M,XL",Black,Wool,new,2022-07-29,1.58,https://images.unsplash.com/photo-1523275335684-37898b6baf30,2022-06-29,2022-07-17,25,2024-06-22
0019f451bf3844868141cc6a,Drop Shirt,SKU10077,This is the description for Drop Shirt.,154.77,125.45,Shoes,Female,63,False,False,Summer,L,"Green,Red",Polyester,"new,casual,formal",2023-04-13,1.96,https://images.unsplash.com/photo-1600185365483-26d7d93d6a5c,2023-04-11,2023-04-27,224,2024-01-30
92765aa1862345f394f6140e,Order Shirt,SKU10078,This is the description for Order Shirt.,227.55,177.87,Shirts,Unisex,29,False,False,Autumn,"M,XL,L","Red,Green",Cotton,bestseller,2024-10-09,0.74,https://images.unsplash.com/photo-1581574209463-3b6b0d0c4a07,2024-10-01,2024-10-16,346,2024-12-27
92677a106dda4de7b60ce9f4,I Bag,SKU10079,This is the description for I Bag.,248.04,173.03,Accessories,Unisex,51,True,False,Spring,"S,XL,M,L","White,Blue,Black",Wool,"formal,casual,new",2024-07-31,0.74,https://images.unsplash.com/photo-1523275335684-37898b6baf30,2024-07-10,2024-07-25,455,2024-09-28
31665152f33449fcb4be758c,Senior Jacket,SKU10080,This is the description for Senior Jacket.,208.1,124.29,Pants,Female,89,True,True,Autumn,"L,M","White,Red,Blue,Black",Cotton,"bestseller,sale",2024-08-14,0.84,https://images.unsplash.com/photo-1581515281255-18b6d1193a3e,2024-08-06,2024-08-24,212,2025-02-15
5b88d6eeb3634d97b0b930c0,Personal Jacket,SKU10081,This is the description for Personal Jacket.,248.92,,Accessories,Female,22,False,True,Autumn,"S,L,M,XL","Black,White",Leather,"bestseller,new,formal",2024-03-17,0.8,https://images.unsplash.com/photo-1523275335684-37898b6baf30,2024-02-19,2024-03-08,410,2024-09-14
4b91d4446d7a4eabbaa845d5,Front Bag,SKU10082,This is the description for Front Bag.,139.6,104.56,Accessories,Male,47,True,True,Autumn,"S,L",Red,Cotton,"bestseller,casual,formal",2023-12-16,1.34,https://images.unsplash.com/photo-1523275335684-37898b6baf30,2023-11-18,2023-11-21,65,2024-02-10
8a9304df4ffe4fb8a4e33dc3,Room Jacket,SKU10083,This is the description for Room Jacket.,226.68,161.88,Shirts,Male,56,True,True,Winter,"XL,M","Green,Blue,Red,Black",Polyester,"new,sale",2023-03-31,0.65,https://images.unsplash.com/photo-1581574209463-3b6b0d0c4a07,2023-03-05,2023-04-01,467,2024-10-13
18093dfc4d194f02ad4f031f,Describe Sneakers,SKU10084,This is the description for Describe Sneakers.,275.92,221.21,Shirts,Unisex,35,False,True,Winter,"S,L,XL","Red,Blue,Green,Black,White",Cotton,"bestseller,formal,new",2023-12-15,1.86,https://images.unsplash.com/photo-1581574209463-3b6b0d0c4a07,2023-11-23,2023-12-11,35,2024-08-28
359448cac6fd45efb4552427,Rule Jacket,SKU10085,This is the description for Rule Jacket.,69.56,52.48,Shoes,Female,86,True,False,Spring,"M,XL","White,Red,Blue,Green",Polyester,"casual,bestseller,new",2023-09-18,0.24,https://images.unsplash.com/photo-1600185365483-26d7d93d6a5c,2023-08-21,2023-08-29,13,2023-10-21
